"Group","SHA1","ID","Folder","FileName","Title","Transliterated Name","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
BEST,,03328f40392f5abfe4dd4abc99fd781b26075261,,,,,,,,,,?,,,,,,,,,,,,
TREEDM1,,0610de64512d1e791f4f561047c62581d1cf13b5,,,,,,,,,,?,,,,,,,,,,,,
CRESCENT,,1d61a1822f29d236578cd4ef00a19aafc37a51d2,,,,,,,,,,?,,,,,,,,,,,,
cor81,,1dec0f8111af8726a897a495b671ed2ee3d6715a,,,,,,,,,,?,,,,,,,,,,,,
CLASH,,1df6af84d28b83953681a372fb8d38fd16afd689,,,,,,,,,,?,,,,,,,,,,,,
EPI1BEST,,1e1cd23f992891a459e92358e30888c738b3a208,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,1ea7ce70add6dc42135d77613b34d2a02295a919,,,dungeon1,,,,,,,?,,,,,,,,,e1m1,,,
E3M1,,1eff3b0967ed8ff28e2d25a0970f4b432e6ccd02,,,DEATHME,,,,,,,?,,,,,,,,,,,,
E3M1,,20c13361bc974d9b1cde82de3e175f69e90b0970,,,DEATH,,,,,,,?,,,,,,,,,,,,
COMCON,,22529df00f4ac4f67db2c53b8a7919d3c12f45d5,,,,,,,,,,?,,,,,,,,,,,,
BILBO11,,225858c80f1a6278e4b408b9553793312c3fade4,,,,,,,,,,?,,,,,,,,,,,,
BASE,,2541369c8209e4c906ed4251bf43dba55317d56d,,,"The REAL Military Base",,,,,,,,,,,,,,,,e1m1,,,
LAKE4,,257fc047ce20f5fec956831d88e1ab2a936ba7da,,,,,,,,,,?,,,,,,,,,,,,
EPI2BEST,,26ec191b0fc0019844458d7a1c230d00f1f91af0,,,,,,,,,,?,,,,,,,,,,,,
RALPH5,,2907ada1c2f842dee7a772299451de2be8588917,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,298e1f164628d2cd3830d5ce038a7989e948b5d6,,,E1M1SAS,,,,,,,?,,,,,,,,,e1m1,,,
CORTYR_B,,2e24f748f4ac109cd6c02e9cf81cbd5532eac5c1,,,,,,,,,,?,,,,,,,,,,,,
Arena,,2e87c3bf88a209887f277644e832aff160bb230c,,,,,,,,,,,,,,,,,,,E2M1,,,
E1M3,,2f123c9dca1f7ca5924107120b80a986f7775daa,,,PETKILLR,,,,,,,?,,,,,,,,,,,,
HOTELCAL,,2f453bd4c5e1fa4a552ca399114fb07c3a39014c,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,32a0875b2bdd2847c0e0cf8cfeb6430a496b21ea,,,CITY,,,,,,,?,,,,,,,,,e1m1,,,
DEADMAN1,,33164920f9d2350c0878b0dc86dc80144f2104cb,,,,,,,,,,?,,,,,,,,,,,,
BUNKER,,3333f795130e26bb61d80cefc31ce0885b6e2594,,,,,,,,,,?,,,,,,,,,,,,
RUMBLE12,,338dd20d4108d83a840fe11ef3134d1817e50a06,,,,,,,,,,?,,,,,,,,,,,,
E1M2,,33a1994286a515553c68e653428c6ffbed9d8dcb,,,DRAGON12,,,,,,,?,,,,,,,,,e1m2,,,
ATICA,,33d26d13c74c4b383ec6bb55300ba15129da9b32,,,,,,,,,,,,,,,,,,,,,,
CHRIS_E1,,352940c78b800e73a7abccb73ba05e581f6d75d3,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,3607faabe7996078c64a1b6f0aa127b716389ae9,,,PLEASURE,,,,,,,?,,,,,,,,,e1m1,,,
E1M1,,367d93bcdedf15850a357ea4f0580cd6a8dffc0f,,,E1M1EDB,,,,,,,?,,,,,,,,,e1m1,,,
YOUNG1,,3a4e13b044c3fcb8b39008abcd13a3d7fff83e19,,,,,,,,,,?,,,,,,,,,,,,
CAVERN,,3b6a3302aed73f80112ecd7fd9b98b062222a318,,,,,,,,,,?,,,,,,,,,,,,
IMP1,,3d752b17f636cf879c16223d78c7c7ea4dcaf26a,,,,,,,,,,?,,,,,,,,,,,,
ATRIUM,,3ea44993f67baeb101c39e315579274dea028b55,,,,,,,,,,,,,,,,,,,,,,
YAKWORLD,,3f688a9276fbf7c45cdaceaad82233955ea41e67,,,,,,,,,,?,,,,,,,,,,,,
STARDOWN,,3f9042e13203a639ba563448e1af19c1811d3301,,,,,,,,,,?,,,,,,,,,,,,
WADODETH,,3fae3404dd0671235b9b764c32734f83748157d3,,,,,,,,,,?,,,,,,,,,,,,
Abyss,,3fd9f68dd43964a20e2c6c60c6f39cc558c9ca46,,,Abyss,,,,,,xw,!,,,,,,,,,e1m1,,,
CYBRDETH,,3ff6d7f4d94d7dc83ce7b75216e054978e8c0e42,,,,,,,,,,?,,,,,,,,,,,,
DM2-UD7,,41bb7ea6c99f34003209d81ff37a9aa35de6049c,,,,,,,,,,?,,,,,,,,,,,,
WHARE15,,4225c421327fdc2e6f707e5684fc10c1495b7436,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,424550496eb720d48b5cc83dabf05e1465b57754,,,CARNAGE,,,,,,,?,,,,,,,,,e1m1,,,
E1M1,,42498534f148b8e02d2ada7bf92566fb1a1bf974,,,DILL,,,,,,,?,,,,,,,,,e1m1,,,
E1M1,,445090dfd47950582ad3e6a162005a902bcdff68,,,DETH1,,,,,,,?,,,,,,,,,e1m1,,,
BEHOLDER,,451ffdd4174092ea66754a48191d35f1e5ea3ac1,,,,,,,,,,?,,,,,,,,,,,,
CROSFR01,,4838fa19cdea0dec6f4cdb60d8e041ef0e84a8bd,,,,,,,,,,?,,,,,,,,,,,,
barrel2,,493ce152e1a2df96713467b272ca9bcfce76e0ea,,,,,,,,,,,,,,,,,,,,,,
E1M1,,494157101e1f824b5c18dfe14d7a16aa76cde014,,,DIEFAST,,,,,,,?,,,,,,,,,e1m1,,,
WWF,,49da6211d50e519074ddba23b111768684144e82,,,,,,,,,,?,,,,,,,,,,,,
OCTFRAG2,,4cd89503027dea69b2e4a950339e265353c7d501,,,,,,,,,,?,,,,,,,,,,,,
SHOOTS,,4fb9045c2c406ae57dbbedbcdc600842a60d97e0,,,,,,,,,,?,,,,,,,,,,,,
WARHOUSE,,4fe37a19e3c30758658c76956ebb77ed6f59d7a7,,,,,,,,,,?,,,,,,,,,,,,
ZZONE,,50ecff8bb188997b362af3f3ec53b51fbc74df9c,,,,,,,,,,?,,,,,,,,,,,,
WANTON12,,512671dcf28d22ba95014b0dddf6d7e8684ee8ec,,,,,,,,,,?,,,,,,,,,,,,
E2M5,,516c7867c3f36b6688888cea385748c9c7f9e96b,,,ALTIMA,,,,,,,?,,,,,,,,,,,,
WIDOWMKR,,53de18344dd01466e96d73245c28744b95f9a243,,,,,,,,,,?,,,,,,,,,,,,
WILLE1M1,,5482ba36543e8762dd1fad088328ab5b64a1ffde,,,,,,,,,,?,,,,,,,,,,,,
JAIL11,,562847f1c4e290bf4de7dc77bd3355639082bd29,,,,,,,,,,?,,,,,,,,,,,,
coloseum,,56335152464d01b51282db2883a5f2120405cbc4,,,,,,,,,,?,,,,,,,,,,,,
DMINATOR,,5af915e95b3df32edf8f535ec9f86717f5268599,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,5b227d700c5b8ffedbcb2980a461e30ae1124580,,,steps1,,,,,,,?,,,,,,,,,e1m1,,,
WADPAK2,,5d0b6cd892d41db1ef80c7911325a45bbe8ea2f9,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,5d2e887e252148d814fd3ca5ba85060bd514dbd1,,,DANTE12,,,,,,,?,,,,,,,,,e1m1,,,
"Annex of Death",,5f2d07dd18e05cb755fb092a20d654ee12775b80,,,"Annex of Death",,,,,,xw,!,,,,,,,,,e3m1,,,
E1M2,,62bf6adeeb2675c44f3d586b808776f24beccd57,,,DANCDETH,,,,,,,?,,,,,,,,,e1m2,,,
CEMENT,,62d3d2c03b3096b317ace9faeb777657901d8ca2,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,62e5a5318026b6cc5fa70704252449357d3d6357,,,PILLARS,,,,,,,?,,,,,,,,,e1m1,,,
DWNGUD10,,63c912b5ff45541a34a1ee1a9c3cfd1b2ddfca39,,,,,,,,,,?,,,,,,,,,,,,
E2M1,,64436b18ea71b2ec3c0f6c2dceccbaf45188cbde,,,chase21a,,,,,,,?,,,,,,,,,e2m1,,,
AWP11F,,64aea809e184e7188ca73576a998f06a8bf1ed7b,,,"A Warm Place",,,Final,,,xw,!,,,,,,,,,,,,
E1M1,,665e3d3c1055d88a4a5e1ca2172eda0dfa027e5b,,,DESTINY1,,,,,,,?,,,,,,,,,e1m1,,,
BLUDLST2,,67252404f455c1160b683af5f48abe9b4ba845ec,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,67dca171a160ec0ae4d8f2a09db4d1ecd6ece499,,,DUO_1,,,,,,,?,,,,,,,,,e1m1,,,
BEWARE,,6942df796de58f59d0bbc16a67a2971c99fbf552,,,Beware,,,v1.0,,,xw,,,,,,,,,,e2m6,,,
RY11ECR,,69c32efa6c23160b58f9bb2faf5b44cf65de7de7,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,6a8e24f696f8740cd67682e6da3e6eac218e65a3,,,MACHINE,,,,,,,?,,,,,,,,,e1m1,,,
CASTLE,,6c2c933d51ce6f343228416772562588f64b9a9f,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,6c63a24e35c777d12cc2d8fe721ac0acadcd403e,,,DMLAMOU2,,,,,,,?,,,,,,,,,e1m1,,,
ASDoom,,6ca3647103377632124ff6f5ceaa50e6dc63dcb9,,,,,,,,,,,,,,,,,,,,,,
MOVMUSIC,,722f8043f26f229605a67e8752381b7887c242e3,,,"Movie Music",,,,,,,!,,,,,,,,,,,,
E1M1,,7542d1d79e1f77f8b7c83c42d44cc8d9aeed7c86,,,DJW11,,,,,,,?,,,,,,,,,e1m1,,,
E2M1,,764ba0290b1b274b025261affd6ae6a0d94042f6,,,DMANMLY,,,,,,,?,,,,,,,,,e2m1,,,
CLAFLIN,,7673690460db9a05dc245fce1edbb854d5e607a8,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,76b1f3c2c3ab721c7c1e20b69f2731ea1cf28469,,,PLAT,,,,,,,?,,,,,,,,,e1m1,,,
BASTARD3,,771cb1a0eaf6672eff1bd94f753d5476edd6022e,,,,,,,,,,,,,,,,,,,,,,
E1M2,,77802e43653ed8994951f6a85d63ab83090aa34e,,,DMPRTL,,,,,,,?,,,,,,,,,e1m2,,,
E1M1,,77a1c26fa6282f8ef181d58b57cfed67f69636d7,,,mine1,,,,,,,?,,,,,,,,,e1m1,,,
CHOICES,,7aaf2246219bb4c4ddcf13495f75a9304ecbd28b,,,,,,,,,,?,,,,,,,,,,,,
RIP-OFF,,7c1527517506f35246192ea1a47f222157da0175,,,,,,,,,,?,,,,,,,,,,,,
RALPHNEW,,7f908d2a3de3c343bb30b39df2a5da5ea245208f,,,,,,,,,,?,,,,,,,,,,,,
WAREHSE1,,7fe8d85b7673991f0dcf494b8d6f1976c0d36820,,,,,,,,,,?,,,,,,,,,,,,
NEWHITS1,,835056e9f473a169c89090a61b422f541f24aa5c,,,,,,,,,,?,,,,,,,,,,,,
WATCH51,,839ef64e1a9595dc33efa36b3a6c2c65a4721809,,,,,,,,,,?,,,,,,,,,,,,
MAZE1,,8440ef20b5b46f644bce2d1822911b0ba910d464,,,,,,,,,,?,,,,,,,,,,,,
CNFUSION,,847a5d8547e29955b8d37d9f42105dbbeef0dfbb,,,,,,,,,,?,,,,,,,,,,,,
DM2-UD1,,84cfa67d3c50c1f7784bc1c252dfa5f12c5d1615,,,,,,,,,,?,,,,,,,,,,,,
CAVLAB11,,851454c219d9af687767f48319d2fa29ec6b88ea,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,85b94f001f231aba05f57d892fd586182da52a8b,,,BUTTV2,,,,,,,?,,,,,,,,,e1m1,,,
wanton,,882ec2aefaf54c1447cdad31912ca27a2f86ab14,,,,,,,,,,?,,,,,,,,,,,,
WADPAK3,,885b68bc4e3ad6927e03bffeeb475ec45364ec06,,,,,,,,,,?,,,,,,,,,,,,
E1M5,,89069e9ced2bb947f1bd2aaa79af8e25fb62556a,,,DMTURM,,,,,,,?,,,,,,,,,e1m5,,,
E2M2,,8a64687f38fc8a9859fc722993bccc686d50538e,,,DBLCROSS,,,,,,,?,,,,,,,,,e2m2,,,
ZMAZE11,,8a7ee6a169ec5efeb60051eb505724dbf1365f6d,,,,,,,,,,?,,,,,,,,,,,,
CRATER,,8b9691b78fb06bd3ed7b918e608f516d5aef2c30,,,,,,,,,,?,,,,,,,,,,,,
E1M2,,8e1a6822e3af02a256bd26b5f1c9e24192a420a7,,,PENTGRAM,,,,,,,?,,,,,,,,,e1m2,,,
COMBAT,,8f18fac4aa07437f8c2ca624143af0af5765c1f8,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,90fdf6a647e4fa93b577b468403835058cf98513,,,ANDY,,,,,,,?,,,,,,,,,e1m1,,,
E2M1,,97243b36da70534b6b53f94ef1594747d1e354ef,,,DETHWALK,,,,,,,?,,,,,,,,,e2m1,,,
RUN666,,9782973aadb490f10a81869a4e424945dc43f736,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,98281e20c0bdce311353ba6e57346baaa52f44fd,,,BUTT,,,,,,,?,,,,,,,,,e1m1,,,
DWNGUD5,,98fc0e36c6b2023ff711c9681a70f1953ba9f7a6,,,,,,,,,,?,,,,,,,,,,,,
CHRISK11,,9baecc6066f089d8974f763b938265ff5bb15185,,,,,,,,,,?,,,,,,,,,,,,
NEWDOOM,,9ec512acd9b6076201e250ea22d006a30ffd8dfc,,,,,,,,,,?,,,,,,,,,,,,
HELLPALA,,a011c68eb320f40d2d27eb136a85c432beedb676,,,"Hell Palace",,,v2.0,,,,!,,,,,,,,,e1m1,,,
Afro,,a01ddb59af1929c1dc19770f9f856cc16da0dd1a,,,Afro,,,"2nd release",,,xw,!,,,,,,,,,e1m1,,,
E2M1,,a2230a441e308339ff2d13f48bf76c1f4e6a10a9,,,DEEPS,,,,,,,?,,,,,,,,,e2m1,,,
AWSOPALE,,a38dd7006a2104f1ea85c91e867d27cadc55a1d1,,,,,,,,,,,,,,,,,,,,,,
E2M1,,a49399d6605287269bdaf5affc98b3c6733c8ae4,,,DSKULL,,,,,,,?,,,,,,,,,e2m1,,,
DMPITS,,a5f9db29636d91055ad580e5953db5ffc829af18,,,,,,,,,,?,,,,,,,,,,,,
CHURCH,,a6ac7e92256dcac6a46556d45aecaf82f1839ce0,,,,,,,,,,?,,,,,,,,,,,,
"Perdition's Anteroom",,a6c7c7fccc8ef7f15a21efef10924737c02085ff,,,"Perdition's Anteroom",,,,,,xw,!,,,,,,,,,e2m1,,,
ZIGGURAT,,a7b6f9643f5de182c27f5762c51c412daa64c263,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,a8498a9706aeff473bc3bfda3cce1ad82e6fcc69,,,pie,,,,,,,?,,,,,,,,,e1m1,,,
CORTYARD,,a9e8ac16b2e87b9c36ee3b00d44408f201f6e107,,,,,,,,,,?,,,,,,,,,,,,
E1M4,,ab5fcfe6675d74eeecb0e247abccdd4a69d058f0,,,INFEST,,,,,,,?,,,,,,,,,,,,
BRIAN3L1,,abcff45c8ee6aff9c2f44b7cf659fc9386bdadfb,,,,,,,,,,?,,,,,,,,,,,,
TRIPWIRE,,ace7812a0b442e3eb65d13456bb1f2d18f9553a8,,,,,,,,,,?,,,,,,,,,,,,
COD2,,ae3faf1a885eb7819238bc64eedb347c92eeb894,,,,,,,,,,?,,,,,,,,,,,,
COOPERS,,ae8fd524bd238c3285dff33d2ee5b5125da12f8e,,,,,,,,,,?,,,,,,,,,,,,
E3M2,,b071b7e0a1da76559e2f004cb576b2058de5425a,,,DOMAIN,,,,,,,?,,,,,,,,,,,,
WHITROOM,,b09ee05b1440e864b6a197784f3fb8afa0202b3f,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,b0abbfc7a8e92b9e9b1783fd3a365ef637ec55b2,,,DMLAMOU1,,,,,,,?,,,,,,,,,e1m1,,,
WADPAK1A,,b1c0bdd086e0541d91fe74ba3b7ba3a69c7c999c,,,,,,,,,,?,,,,,,,,,,,,
XFIRE,,b34587fdbea9fc61ea846ac5bb9df3a0456b3273,,,,,,,,,,?,,,,,,,,,,,,
E2M1,,b392780d6648f4f65e38fd560131d47c0f6961a2,,,DEADBASE,,,,,,,?,,,,,,,,,e2m1,,,
XENO11,,b5668668abd26a90be0834dea7e1d5dbd6b1d283,,,,,,,,,,?,,,,,,,,,,,,
VILLAGE,,b59cd842222e876b11534344fa7df8fc15e8afb5,,,,,,,,,,?,,,,,,,,,,,,
FERDY,,b65200bb8b54a40b81a1686627c3ab0647c51fac,,,,,,,,,,?,,,,,,,,,,,,
RALPH4,,b777147f08672c133bdca580f92229caf79e5651,,,,,,,,,,?,,,,,,,,,,,,
BILLY,,ba1faeb8dfcc6667e591234f27ab6fbd5373e4d2,,,,,,,,,,?,,,,,,,,,,,,
AVRAX,,bdc7bec1c3e3e79ef8a77913af54c38bad2f9048,,,,,,,,,,,,,,,,,,,,,,
cleim10,,c0d4b67f5bd3b44894272c56310425ef7b609657,,,,,,,,,,?,,,,,,,,,,,,
E2M1,,c26aac826adf206efe69833892f6c625992db0c5,,,DRKSTAIR,,,,,,,?,,,,,,,,,e2m1,,,
E1M1,,c42117110d26623418b441ff2ae50b541d7c2fb0,,,PEACE,,,,,,,?,,,,,,,,,e1m1,,,
OCTAPIT,,c62ee9c48c39244343be902ab23815756638b2e2,,,,,,,,,,?,,,,,,,,,,,,
EPI3BEST,,c6d346f26f4ed2d9c66e11e350e1cef8c0f68087,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,c702beec08834001b7a6d7ef1b978a474e1cb810,,,BEAN,,,,,,,?,,,,,,,,,e1m1,,,
"Crossing Acheron",,ca792afc6156e4c3bc7dee2827e81e028d10b575,,,"Crossing Acheron",,,,,,xw,!,,,,,,,,,E1M3,,,
WADPAK4,,cb6710c9a951c935e83dc45879b2bd7946218c73,,,,,,,,,,?,,,,,,,,,,,,
BALLLOCK,,cddc5898d788e4eb9cadbe0d5b2075cc97b2e566,,,,,,,,,,,,,,,,,,,,,,
CAVERNS,,ce1b5913cb91ece929b7c2d2434bbda88180b3ad,,,,,,,,,,?,,,,,,,,,,,,
SCC2,,ce4221242ece09fc8cb59259eaa7911fe985ed41,,,,,,,,,,?,,,,,,,,,,,,
GUETAP,,ce62eaf90d4122577a8bce5ac5a0ff945a3f80a9,,,,,,,,,,?,,,,,,,,,,,,
SND,,cfef7f25d567ea5856d1afd2ce1a8284963b12cc,,,FXTRO,,,,,,,?,,,,,,,,,,,,
E2M1,,d0180bd164c9db265f953ba03b974ac2e0af5c03,,,EE2L1,,,,,,,?,,,,,,,,,e2m1,,,
MUSIC,,d082adbf54d11bda5b8f7bbff7fdf5f51d3cf408,,,,,,,,,,?,,,,,,,,,,,,
E2M2,,d27d74ef544e5997f29f9a1ae5ba11e08cd2afaa,,,BCOMPLEX,,,,,,,?,,,,,,,,,e2m2,,,
DWNGUD6,,d679c07d60645ae8fc70a6ac5aadcfa399ffc7b0,,,,,,,,,,?,,,,,,,,,,,,
E2M2,,da279e88d55cccb687e9c1f257e9649a6ced4fd6,,,PANIC!,,,,,,,?,,,,,,,,,e2m2,,,
E1M1,,da622eea471286ad8b5e0c9563cd8346387e5122,,,BLOB,,,,,,,?,,,,,,,,,e1m1,,,
CYKE,,db2f10a1bee8a323742d033f97d9346c7a4123fb,,,,,,,,,,?,,,,,,,,,,,,
"All New Music for Doom",,db9f1f0d96c84e0ab2537f786eb75b54a7e49645,,,"All New Music for Doom",,,,,,xw,!,,,,,,,,,"""""",,,
"Anthill Pub",,dc5b52c4f88f76580fc944f479b183f6aa6f9a45,,,"Anthill Pub",,,,,,xw,!,,,,,,,,,e1m1,,,
E1M1,,df4678ddb9f202e7db27516361d833a9d5736c81,,,steps2,,,,,,,?,,,,,,,,,e1m1,,,
E1M1,,df928357e3ba648d9091319a10a961c74745114d,,,AYRTON_2,,,,,,,?,,,,,,,,,e1m1,,,
BOTWALZ,,e17a7f53de35d9ae7f6a2a95c6ce7527ed4c5bb7,,,"Blood on the Walz",,,v1.0,,,,!,,,,,,,,,e1m1,,,
E1M1,,e19eb34d78b57ee3d8eebbb34bb90b24843cfc8c,,,DEADZONE,,,,,,,?,,,,,,,,,e1m1,,,
CHRISK12,,e1c72a29b553fce26a29669d7e03734bed94e2a4,,,,,,,,,,?,,,,,,,,,,,,
E2M1,,e270b1772bca57a959dcb42b0314652f280b4484,,,DEADLY21,,,,,,,?,,,,,,,,,e2m1,,,
CHASE,,e2c3abc3fc4c9ac08e6a4a3ed4a82449e57291ef,,,,,,,,,,?,,,,,,,,,,,,
STATIONX,,e5ef9034ba8b21359a0b03f7efac168010e0aa6d,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,e779aae6de694f991996523e6b4a3588a7b92cbe,,,steps3,,,,,,,?,,,,,,,,,e1m1,,,
CRUSHER,,e79e3cb9f483ba5246d56db975a41434261b3d2f,,,,,,,,,,?,,,,,,,,,,,,
E1M1,,e828a53699eb8b13f044dd9a25bbc7df85fec447,,,ABANWARE,,,,,,,?,,,,,,,,,e1m1,,,
BEWARE,,e96165b7b2d5b440dd321a2305ffa1eb2d3e3623,,,Beware,,,v1.2,,,xw,,,,,,,,,,,,,
WHITROOM_1,,ea9a6e87be75504655f61af461579287388228da,,,,,,,,,,?,,,,,,,,,,,,
HOTELCAL_1,,ec4d7dd406b5df0e0460b53132fad864dc06d076,,,,,,,,,,?,,,,,,,,,,,,
CWWAD,,ec79234b0289a62d75292e76733c0c66424c270c,,,,,,,,,,?,,,,,,,,,,,,
accc,,ee0f384935049d99d4a08bc863704a20639d147d,,,,,,,,,,?,,,,,,,,,,,,
aaaa,,ee0f384935049d99d4a08bc863704a20639d147d,,,,,,,,,,?,,,,,,,,,,,,
WEEZUL15,,ee2f109692686b5e95810de4ff4cebd55a1f64d9,,,,,,,,,,?,,,,,,,,,,,,
E3M3,,ee5c1e46492bb6b38fa34d6b3e6159beac4bfb01,,,DESPAIR,,,,,,,?,,,,,,,,,,,,
SND,,eec818bb223408ed6e3c53f9274ed3d1f71d9e73,,,DGOLD2LT,,,,,,,?,,,,,,,,,,,,
E1M1,,ef418710c7127a68e9479b61ff6db3f7863fe9b3,,,AREA8,,,,,,,?,,,,,,,,,e1m1,,,
E1M1,,efa8d6253541d589add6a9fb00a1a5f7f70e46be,,,DOOMTRK1,,,,,,,?,,,,,,,,,e1m1,,,
CONVERTM,,f15f35709e7cbcc2bf30ab9717fcec244f4f69b9,,,,,,,,,,?,,,,,,,,,,,,
DARK,,f68e5c87bb53c4251ad247dc4e34061991bd4f08,,,,,,,,,,?,,,,,,,,,,,,
DC,,f9810b09fa53e26aa4b5530222e8d5c38252e4e9,,,"Destruction Comes!",,,,,,,!,,,,,,,,,e1m1,,,
MEGAMAZE,,fb5af11a0145b82833e68d6ec956f8cd2ed9ae47,,,"The Mega Maze",,"Mega Maze",,,,,!,,,,,,,,,e1m1,,,
TIME2DIE,,fd3604f6b05b186e8dccc97a9fd65f1c3057f442,,,,,,,,,,?,,,,,,,,,,,,
WHIP_ME,,fd9695acb1d41cd885aa4c85437f4cb2a7c27d1f,,,,,,,,,,?,,,,,,,,,,,,
